Incident Type,Incident year,Reported Month,Region of Origin,Region of Incident,Country of Origin,Number of Dead,Minimum Estimated Number of Missing,Total Number of Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Cause of Death,Migration route,Location of death,Information Source,Coordinates,UNSD Geographical Grouping
Incident,2016,January,Eastern Africa (P),Northern Africa,Unknown,2,0,2,0,0,0,0,Sickness / lack of access to adequate healthcare,Sahara Desert crossing,"Aswan, Egypt",Mixed Migration Monitoring Mechanism Initative (4mi),"23.285107, 31.5204557",Northern Africa
Incident,2016,January,Eastern Africa (P),Eastern Africa,Unknown,2,0,2,0,0,0,0,Vehicle accident / death linked to hazardous transport,0,"Humera, Tigray, Ethiopia",Mixed Migration Monitoring Mechanism Initative (4mi),"14.2782317, 36.596317",Eastern Africa
Incident,2016,January,Eastern Africa (P),Northern Africa,Unknown,1,0,1,0,0,0,0,Mixed or unknown,Sahara Desert crossing,"Aswan, Egypt",Mixed Migration Monitoring Mechanism Initative (4mi),"23.285107, 31.5204557",Northern Africa
Incident,2016,January,Eastern Africa (P),Northern Africa,Unknown,3,0,3,0,0,0,0,Mixed or unknown,Sahara Desert crossing,"Sahara Desert, Libya",Mixed Migration Monitoring Mechanism Initative (4mi),"26.0200607, 16.4371791",Northern Africa
Incident,2016,January,Eastern Africa (P),Eastern Africa,Unknown,1,0,1,0,0,0,0,Mixed or unknown,0,"Near Wajale, Somalia",Mixed Migration Monitoring Mechanism Initative (4mi),"9.6047166, 43.3326101",Eastern Africa
Incident,2016,January,Eastern Africa (P),Eastern Africa,Unknown,1,0,1,0,0,0,0,Sickness / lack of access to adequate healthcare,0,"Near Garowe, Somalia",Mixed Migration Monitoring Mechanism Initative (4mi),"8.4066579, 48.4713577",Eastern Africa
Incident,2016,January,Eastern Africa,Mediterranean,Somalia,1,8,9,34,9,0,0,Drowning,Central Mediterranean,"Off the coast of close to the coast of Santa Maria di Leuca, southern Italy",IOM Rome and Reuters,"39.7927782, 18.3508992",Uncategorized
Incident,2016,January,Southern Asia,Mediterranean,Afghanistan,3,0,3,13,3,0,1,Drowning,Eastern Mediterranean,"About 200 meters off the coast of Ayvacık district, Çanakkale  Province, Türkiye, likely en route to Lesvos, Greece",Doğan News Agency,"39.5198918, 26.3689895",Uncategorized
Incident,2016,January,Mixed,South America,"Pakistan,Sierra Leone,Somalia",9,6,15,15,0,0,0,Drowning,Darien,"Near Terrón de Azúcar, Capurganá, Gulf of Urabá, off the coast of Colombia. Additional bodies found at La Playa, Unguía, Chocó, Colombia, on border with Panama. ",Santa fe (radio) and Noticias RCN,"8.2732015, -77.0478857",South America
Incident,2016,January,Central America,Central America,Honduras,1,0,1,0,0,1,0,Vehicle accident / death linked to hazardous transport,0,"Las Choapas, near Coatzacoalcos, Veracruz, Mexico",NOAT Agencia de Noticias,"19.1787635, -96.2113357",Central America
Incident,2016,January,Western Asia,Western Asia,Syrian Arab Republic,1,0,1,0,0,1,0,Violence,Syria to Türkiye,Syrian/Turkish border near Al-Hasaka province,Syrian Observatory for Human Rights,"36.8585885, 40.1905489",Western Asia
Incident,2016,January,Eastern Africa (P),Northern Africa,Unknown,1,0,1,0,0,0,0,Mixed or unknown,Sahara Desert crossing,"Near to Wadihalfa, Sudan",Mixed Migration Monitoring Mechanism Initative (4mi),"21.7950029, 31.3237261",Northern Africa
Incident,2016,January,Eastern Africa (P),Eastern Africa,Unknown,1,0,1,0,0,0,0,Mixed or unknown,0,"Near Las'anod, Somalia",Mixed Migration Monitoring Mechanism Initative (4mi),"8.476128, 47.3474798",Eastern Africa
Incident,2016,January,Central America,North America,Mexico,1,0,1,0,0,1,0,Sickness / lack of access to adequate healthcare,US-Mexico border crossing,"In the woods near Falfurrias, Brooks County,Texas, US",Guanajuato Informa and Facebook,"27.0116055, -98.3848503",Northern America
Incident,2016,January,Western / Southern Asia (P),Mediterranean,Unknown,6,0,6,0,1,5,0,Drowning,Eastern Mediterranean,"washed up near Seferihisar, Izmir, Türkiye, likely en route to Samos",Reuters,"37.9563279, 26.7408761",Uncategorized
Incident,2016,January,Western / Southern Asia (P),Mediterranean,Unknown,3,3,6,13,3,3,2,Drowning,Eastern Mediterranean,"near Ayvacik, Türkiye, likely en route to Lesvos",Reuters,"39.6016207, 26.3981865",Uncategorized
Incident,2016,January,Western Asia,Mediterranean,"Iraq,Syrian Arab Republic",3,0,3,20,0,0,3,Drowning,Eastern Mediterranean,"off coast of Agathonisi, near Didim, Türkiye",Hellenic Coast Guard,"37.3450251, 27.2805163",Uncategorized
Incident,2016,January,Western / Southern Asia (P),Mediterranean,Unknown,4,0,4,9,0,0,3,Drowning,Eastern Mediterranean,"off coast of Ahmetce area of Ayvacik, Türkiye, en route to Lesvos",Daily Sabah,"39.5280925, 26.4957204",Uncategorized
Incident,2016,January,Western / Southern Asia (P),Mediterranean,Unknown,1,0,1,63,0,0,1,Mixed or unknown,Eastern Mediterranean,"after boat reached Farmakonissi, Greece",Hellenic Coast Guard,"37.2910973, 27.073482",Uncategorized
Incident,2016,January,Eastern Africa (P),Northern Africa,Unknown,1,0,1,0,0,0,0,Vehicle accident / death linked to hazardous transport,0,"Sinai, Egypt",Mixed Migration Monitoring Mechanism Initative (4mi),"29.5056218, 33.9750461",Northern Africa
Incident,2016,January,Eastern Africa (P),Northern Africa,Unknown,1,0,1,0,0,0,0,Sickness / lack of access to adequate healthcare,Sahara Desert crossing,"Khartoum, Sudan",Mixed Migration Monitoring Mechanism Initative (4mi),"15.5015341, 32.5025561",Northern Africa
Incident,2016,January,Western / Southern Asia (P),Mediterranean,Unknown,6,0,6,1,3,2,0,Drowning,Eastern Mediterranean,"washed up on Samos, Greece",Hellenic Coast Guard,"37.7394729, 26.9239091",Uncategorized
Incident,2016,January,Western Asia,Western Asia,Syrian Arab Republic,1,0,1,0,0,1,0,Violence,Syria to Türkiye,Syrian/Turkish border near northern Deir Ezzor province,Syrian Observatory for Human Rights,"36.7188825, 39.4889524",Western Asia
Incident,2016,January,Western Asia,Western Asia,Syrian Arab Republic,1,0,1,0,0,1,0,Violence,Syria to Türkiye,Syrian/Turkish border at Ras al-Ayn (Sri Kaneh) area,Syrian Observatory for Human Rights,"36.9673013, 40.3712527",Western Asia
Incident,2016,January,Western / Southern Asia (P),Mediterranean,Unknown,1,0,1,0,0,0,0,Drowning,Eastern Mediterranean,"washed up on Samos, Greece, in Remataki area",Hellenic Coast Guard,"37.7394729, 26.9239091",Uncategorized
Incident,2016,January,Southern Asia,Europe,India,1,0,1,0,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",0,"found in car, on road 2 km from Alakurtti, Russia en route to Finland",The Barents Observer,"66.9299814, 30.2313597",Eastern Europe
Incident,2016,January,Western / Southern Asia (P),Mediterranean,Unknown,1,0,1,0,0,0,0,Drowning,Eastern Mediterranean,"found on Fournoi Island, Greece",HCG,"37.596379, 26.424823",Uncategorized
Incident,2016,January,Unknown,Mediterranean,Unknown,1,8,9,0,0,0,0,Drowning,Central Mediterranean,Channel of Sicily,IOM Italy,"37.0930737, 11.8610189",Uncategorized
Incident,2016,January,Eastern Africa (P),Eastern Africa,Unknown,4,0,4,0,0,0,0,Mixed or unknown,0,"In the sea, off the coast of Mombassa, Kenya",Mixed Migration Monitoring Mechanism Initative (4mi),"-4.0597504, 39.7015188",Eastern Africa
Incident,2016,January,Eastern Africa (P),Northern Africa,Unknown,14,0,14,0,0,0,0,"Harsh environmental conditions / lack of adequate shelter, food, water",Sahara Desert crossing,"Sahara Desert, Kurfra, Libya",Mixed Migration Monitoring Mechanism Initative (4mi),"23.2488413, 19.7242161",Northern Africa
Incident,2016,January,Eastern Africa (P),Eastern Africa,Unknown,1,0,1,0,0,0,0,Mixed or unknown,0,"Near Jigjiga, Ethiopia",Mixed Migration Monitoring Mechanism Initative (4mi),"9.3521044, 42.7773712",Eastern Africa
Incident,2016,January,Western / Southern Asia (P),Mediterranean,Unknown,2,0,2,46,1,1,1,"Harsh environmental conditions / lack of adequate shelter, food, water",Eastern Mediterranean,"between Türkiye and Lesvos, Greece","Xinhua, The Pappas Post","39.2825019, 26.4139869",Uncategorized
Incident,2016,January,Western / Southern Asia (P),Europe,Unknown,1,0,1,0,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",Western Balkans,"Western Bulgaria, near Serbian border",UNHCR,"42.8472657, 22.7585621",Eastern Europe
Incident,2016,January,Central America,Central America,"El Salvador,Honduras",1,0,1,0,0,0,0,Vehicle accident / death linked to hazardous transport,0,"Villahermosa, Tabasco, Mexico",Dario Present,"17.9927635, -92.9881407",Central America
Incident,2016,January,Eastern Africa,Southern Africa,"Malawi,Zimbabwe",14,0,14,1,0,0,1,Vehicle accident / death linked to hazardous transport,0,"near Mokopane, Limpopo Province, South Africa","UBAlert, Chronicle.co.zw","-24.1813121, 28.9764104",Southern Africa
Incident,2016,January,Eastern Africa (P),Eastern Africa,Unknown,1,0,1,0,0,0,0,Mixed or unknown,0,"Near Garowe, Somalia",Mixed Migration Monitoring Mechanism Initative (4mi),"8.4066579, 48.4713577",Eastern Africa
Incident,2016,January,Eastern Africa (P),Eastern Africa,Unknown,2,0,2,0,0,0,0,Mixed or unknown,0,"Near Hargeysa, Somalia",Mixed Migration Monitoring Mechanism Initative (4mi),"9.5488981, 44.0293346",Eastern Africa
Incident,2016,January,Eastern Africa (P),Northern Africa,Unknown,2,0,2,0,0,0,0,Violence,Sahara Desert crossing,"Near Kessela, Sudan",Mixed Migration Monitoring Mechanism Initative (4mi),"15.4558144, 36.3787571",Northern Africa
Incident,2016,January,Eastern Africa (P),Northern Africa,Unknown,1,0,1,0,0,0,0,Mixed or unknown,Sahara Desert crossing,"Shemaliya, Sudan",Mixed Migration Monitoring Mechanism Initative (4mi),"19.4022552, 27.9053789",Northern Africa
Incident,2016,January,Eastern Africa (P),Northern Africa,Unknown,2,0,2,0,0,0,0,Vehicle accident / death linked to hazardous transport,Sahara Desert crossing,"Atbara, Sudan",Mixed Migration Monitoring Mechanism Initative (4mi),"17.6922271, 33.9762492",Northern Africa
Incident,2016,January,Eastern Africa (P),Eastern Africa,Unknown,2,0,2,0,0,0,0,Violence,0,"10 hours walking from Senafe, Eritrea, towards the border with Ethiopia",Mixed Migration Monitoring Mechanism Initative (4mi),"14.6586717, 39.402114",Eastern Africa
Incident,2016,January,Western Asia,Mediterranean,Iraq,13,11,24,25,4,1,5,Drowning,Eastern Mediterranean,"Off Türkiye's western Foça coast, Izmir. En route to Lesvos, Greece",Today's Zaman,"38.7042006, 26.5939167",Uncategorized
Incident,2016,January,Western Asia,Western Asia,Syrian Arab Republic,1,0,1,0,0,1,0,Violence,Syria to Türkiye,Syrian/Turkish border near northern Deir Ezzor province,Syrian Observatory for Human Rights,"36.7188825, 39.4889524",Western Asia
Incident,2016,January,Western / Southern Asia (P),Mediterranean,Unknown,8,0,8,41,2,0,6,Drowning,Eastern Mediterranean,"Farmakonisi, Greece",Hellenic Coast Guard via IOM Greece,"37.2910973, 27.073482",Uncategorized
Incident,2016,January,Western / Southern Asia (P),Mediterranean,Unknown,35,9,44,26,17,7,11,Drowning,Eastern Mediterranean,"Kalymnos, Greece",Hellenic Coast Guard via IOM Greece,"36.9505901, 26.9752129",Uncategorized
Incident,2016,January,Caribbean,Caribbean,Cuba,1,0,1,5,0,1,0,Violence,0,"10 km from Palmilla, Dominican Republic",Avance 24 en Linea,"18.8376763, -70.8791497",Caribbean
Incident,2016,January,Latin America / Caribbean (P),Central America,Unknown,1,0,1,0,0,1,0,Drowning,US-Mexico border crossing,"Rio Grande near Nuevo Laredo, Tamaulipas, Mexico",Hoy Tamaulipas,"27.4531416, -99.6148525",Central America
Incident,2016,January,Western / Southern Asia (P),Europe,Unknown,1,0,1,0,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",Western Balkans,"Western Bulgaria, near Serbian border",UNHCR,"42.8472657, 22.7585621",Eastern Europe
Incident,2016,January,Western / Southern Asia (P),Mediterranean,Unknown,1,0,1,0,0,1,0,Drowning,Eastern Mediterranean,"Found off the north coast of Samos Island, Greece",Hellenic Coast Guard via IOM Athens,"37.7245805, 26.6778283",Uncategorized
Incident,2016,January,Northern Africa,Europe,Morocco,1,0,1,0,0,1,0,Vehicle accident / death linked to hazardous transport,0,"Ancona, Italy. Had likely come on ferry from Greece.",Corriere Adriatico,"43.6178474, 13.4913043",Southern Europe
Incident,2016,January,Western / Southern Asia (P),Mediterranean,Unknown,1,0,1,0,1,0,1,Drowning,Eastern Mediterranean,"Found on Lesvos Island, Greece. Kagia beach. ",Hellenic Coast Guard via IOM Athens,"37.596379, 26.424823",Uncategorized
Incident,2016,January,Western / Southern Asia (P),Mediterranean,Unknown,2,0,2,0,1,1,0,Drowning,Eastern Mediterranean,"northeast of Samos, Greece",HCG,"37.7245805, 26.6778283",Uncategorized
Incident,2016,January,Western / Southern Asia (P),Mediterranean,Unknown,1,0,1,0,0,1,0,Drowning,Eastern Mediterranean,"Skyros island, Greece",HCG,"38.8729316, 24.4179892",Uncategorized
Incident,2016,January,Eastern Africa,Mediterranean,Somalia,1,0,1,0,0,1,1,Mixed or unknown,Central Mediterranean,Brought with many migrants to Sicily,IOM Rome,"37.3439399, 14.1114399",Uncategorized
Incident,2016,January,Southern Asia,Europe,Pakistan,1,0,1,2,0,1,0,Violence,Western Balkans,"Kilkis, Greece (near FYROM border)","Greek Reporter, AFP","41.0023608, 22.8418114",Southern Europe
Incident,2016,January,Western Asia,Western Asia,Syrian Arab Republic,1,0,1,5,1,0,0,"Harsh environmental conditions / lack of adequate shelter, food, water",0,"Masnaa, Lebanon",Gulf News,"33.6982498, 35.9135246",Western Asia
Incident,2016,January,Western / Southern Asia (P),Mediterranean,Unknown,2,0,2,0,0,2,0,Drowning,Eastern Mediterranean,"Samos, Greece",HCG,"37.7245805, 26.6778283",Uncategorized
Incident,2016,January,Eastern Africa,Mediterranean,Somalia,1,0,1,700,0,1,1,Mixed or unknown,Central Mediterranean,Between North Africa and Sicily,IOM Italy,"34.9627329, 13.8863347",Uncategorized
Incident,2016,January,Central America,North America,Mexico,1,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.8769, -111.78898",Northern America
Incident,2016,January,Western Asia,Western Asia,Syrian Arab Republic,1,0,1,0,1,0,0,Violence,Syria to Türkiye,"Syrian/Turkish border near Derbassiyeh, Al-Hasakah province",Syrian Observatory for Human Rights,"37.04621, 40.5417725",Western Asia
Cumulative Incident,2016,January,Western Asia,Western Asia,Syrian Arab Republic,3,0,3,0,0,0,0,"Harsh environmental conditions / lack of adequate shelter, food, water",0,Lebanon,Gulf News,"33.8722894, 35.3033072",Western Asia
Incident,2016,January,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.29187, -113.1067",Northern America
Incident,2016,January,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.95346, -113.05898",Northern America
Incident,2016,January,Southern Asia,South-eastern Asia,Indonesia,23,12,35,0,9,4,0,Drowning,0,"beach near Bandar Penawar, Malaysia",SBS,"1.5296432, 104.2036279",South-eastern Asia
Incident,2016,January,Western / Southern Asia (P),Mediterranean,Unknown,1,0,1,0,0,1,0,Drowning,Eastern Mediterranean,"Glyfo beach, Samos, Greece",HCG,"37.7245805, 26.6778283",Uncategorized
Incident,2016,January,Western / Southern Asia (P),Mediterranean,Unknown,5,16,21,1,0,0,3,Drowning,Eastern Mediterranean,"Didim district, Aydin, Türkiye, likely en route to Farmakonissi",Hurriyet Daily News,"37.376094, 27.264729",Uncategorized
Incident,2016,January,Western / Southern Asia (P),Mediterranean,Unknown,7,0,7,2,2,4,2,Drowning,Eastern Mediterranean,"off the northern coast of Kos, Greece",HCG,"36.9266003, 27.2641593",Uncategorized
Incident,2016,January,Western Asia,Western Asia,Syrian Arab Republic,1,0,1,0,0,1,0,Violence,Syria to Türkiye,Syrian/Turkish border,Syrian Observatory for Human Rights,"36.4614791, 37.1258349",Western Asia
Incident,2016,January,Southern Asia,Western Asia,Afghanistan,1,0,1,0,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",Iran to Türkiye,"Van province, Türkiye",Daily Sabah,"38.5504106, 43.0269097",Western Asia
Incident,2016,January,Western Asia,Mediterranean,Iraq,27,14,41,9,6,10,11,Drowning,Eastern Mediterranean,"off the coast of Samos, Greece",HCG,"37.7245805, 26.6778283",Uncategorized
Incident,2016,January,Central America,Central America,Mexico,1,0,1,0,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Rio Grande at Piedras Negras, Cohauila, Mexico",Radio Zacalo,"28.6901482, -100.5676516",Central America
